# date, position, P and L
2019-08-21,430,-189860.05599999998
2019-08-22,430,-189860.05599999998
2019-08-23,430,-189860.05599999998
2019-08-26,430,-189860.05599999998
2019-08-27,430,-189860.05599999998
2019-08-28,430,-189860.05599999998
2019-08-29,430,-189860.05599999998
2019-08-30,430,-189860.05599999998
2019-09-02,430,-189860.05599999998
2019-09-03,430,-189860.05599999998
2019-09-04,430,-189860.05599999998
2019-09-05,430,-189860.05599999998
2019-09-06,430,-189860.05599999998
2019-09-09,430,-189860.05599999998
2019-09-10,420,-183776.403
2019-09-11,410,-177595.099
2019-09-12,410,-177595.099
2019-09-13,410,-177595.099
2019-09-17,410,-177595.099
2019-09-18,410,-177595.099
2019-09-19,410,-177595.099
2019-09-20,410,-177595.099
2019-09-24,410,-177595.099
2019-09-25,410,-177595.099
2019-09-26,410,-177595.099
2019-09-27,410,-177595.099
2019-09-30,410,-177595.099
2019-10-01,410,-177595.099
2019-10-02,410,-177595.099
2019-10-03,420,-183314.185
2019-10-04,430,-189062.751
2019-10-07,430,-189062.751
2019-10-08,430,-189062.751
2019-10-09,430,-189062.751
2019-10-10,430,-189062.751
2019-10-11,430,-189062.751
2019-10-15,430,-189062.751
2019-10-16,430,-189062.751
2019-10-17,430,-189062.751
2019-10-18,430,-189062.751
2019-10-21,430,-189062.751
2019-10-23,430,-189062.751
2019-10-24,430,-189062.751
2019-10-25,430,-189062.751
2019-10-28,430,-189062.751
2019-10-29,430,-189062.751
2019-10-30,430,-189062.751
2019-10-31,430,-189062.751
2019-11-01,430,-189062.751
2019-11-05,430,-189062.751
2019-11-06,430,-189062.751
2019-11-07,430,-189062.751
2019-11-08,430,-189062.751
2019-11-11,430,-189062.751
2019-11-12,430,-189062.751
2019-11-13,430,-189062.751
2019-11-14,430,-189062.751
2019-11-15,430,-189062.751
2019-11-18,430,-189062.751
2019-11-19,430,-189062.751
2019-11-20,430,-189062.751
2019-11-21,430,-189062.751
2019-11-22,430,-189062.751
2019-11-25,430,-189062.751
2019-11-26,430,-189062.751
2019-11-27,430,-189062.751
2019-11-28,430,-189062.751
2019-11-29,430,-189062.751
2019-12-02,430,-189062.751
2019-12-03,430,-189062.751
2019-12-04,430,-189062.751
2019-12-05,430,-189062.751
2019-12-06,430,-189062.751
2019-12-09,430,-189062.751
2019-12-10,430,-189062.751
2019-12-11,430,-189062.751
2019-12-12,430,-189062.751
2019-12-13,430,-189062.751
2019-12-16,430,-189062.751
2019-12-17,430,-189062.751
2019-12-18,430,-189062.751
2019-12-19,430,-189062.751
2019-12-20,430,-189062.751
2019-12-23,430,-189062.751
2019-12-24,430,-189062.751
2019-12-25,430,-189062.751
2019-12-26,430,-189062.751
2019-12-27,430,-189062.751
2019-12-30,430,-189062.751
2020-01-06,430,-189062.751
2020-01-07,430,-189062.751
2020-01-08,430,-189062.751
2020-01-09,430,-189062.751
2020-01-10,430,-189062.751
2020-01-14,430,-189062.751
2020-01-15,430,-189062.751
2020-01-16,430,-189062.751
2020-01-17,430,-189062.751
2020-01-20,430,-189062.751
2020-01-21,430,-189062.751
2020-01-22,430,-189062.751
2020-01-23,430,-189062.751
2020-01-24,430,-189062.751
2020-01-27,430,-189062.751
2020-01-28,430,-189062.751
2020-01-29,430,-189062.751
2020-01-30,430,-189062.751
2020-01-31,430,-189062.751
2020-02-03,430,-189062.751
2020-02-04,430,-189062.751
2020-02-05,430,-189062.751
2020-02-06,430,-189062.751
2020-02-07,430,-189062.751
2020-02-10,430,-189062.751
2020-02-12,430,-189062.751
2020-02-13,430,-189062.751
2020-02-14,430,-189062.751
2020-02-17,430,-189062.751
2020-02-18,430,-189062.751
2020-02-19,430,-189062.751
2020-02-20,430,-189062.751
2020-02-21,430,-189062.751
2020-02-25,430,-189062.751
2020-02-26,430,-189062.751
2020-02-27,440,-194349.466
2020-02-28,450,-199370.86299999998
2020-03-02,450,-199370.86299999998
2020-03-03,450,-199370.86299999998
2020-03-04,450,-199370.86299999998
2020-03-05,450,-199370.86299999998
2020-03-06,450,-199370.86299999998
2020-03-09,460,-203861.623
2020-03-10,460,-203861.623
2020-03-11,460,-203861.623
2020-03-12,460,-203861.623
2020-03-13,460,-203861.623
2020-03-16,460,-203861.623
2020-03-17,460,-203861.623
2020-03-18,460,-203861.623
2020-03-19,460,-203861.623
2020-03-23,460,-203861.623
2020-03-24,460,-203861.623
2020-03-25,460,-203861.623
2020-03-26,460,-203861.623
2020-03-27,460,-203861.623
2020-03-30,460,-203861.623
2020-03-31,460,-203861.623
2020-04-01,460,-203861.623
2020-04-02,460,-203861.623
2020-04-03,460,-203861.623
2020-04-06,460,-203861.623
2020-04-07,460,-203861.623
2020-04-08,460,-203861.623
2020-04-09,460,-203861.623
2020-04-10,460,-203861.623
2020-04-13,460,-203861.623
2020-04-14,460,-203861.623
2020-04-15,460,-203861.623
2020-04-16,460,-203861.623
2020-04-17,460,-203861.623
2020-04-20,460,-203861.623
2020-04-21,460,-203861.623
2020-04-22,460,-203861.623
2020-04-23,460,-203861.623
2020-04-24,460,-203861.623
2020-04-27,460,-203861.623
2020-04-28,460,-203861.623
2020-04-30,460,-203861.623
2020-05-01,460,-203861.623
2020-05-07,460,-203861.623
2020-05-08,460,-203861.623
2020-05-11,460,-203861.623
2020-05-12,460,-203861.623
2020-05-13,460,-203861.623
2020-05-14,460,-203861.623
2020-05-15,470,-208282.924
2020-05-18,470,-208282.924
2020-05-19,470,-208282.924
2020-05-20,470,-208282.924
2020-05-21,470,-208282.924
2020-05-22,470,-208282.924
2020-05-25,470,-208282.924
2020-05-26,470,-208282.924
2020-05-27,470,-208282.924
2020-05-28,470,-208282.924
2020-05-29,470,-208282.924
2020-06-01,470,-208282.924
2020-06-02,470,-208282.924
2020-06-03,470,-208282.924
2020-06-04,470,-208282.924
2020-06-05,470,-208282.924
2020-06-08,470,-208282.924
2020-06-09,470,-208282.924
2020-06-10,470,-208282.924
2020-06-11,470,-208282.924
2020-06-12,470,-208282.924
2020-06-15,470,-208282.924
2020-06-16,470,-208282.924
2020-06-17,470,-208282.924
2020-06-18,470,-208282.924
2020-06-19,470,-208282.924
2020-06-22,470,-208282.924
2020-06-23,470,-208282.924
2020-06-24,470,-208282.924
2020-06-25,470,-208282.924
2020-06-26,470,-208282.924
2020-06-29,470,-208282.924
2020-06-30,470,-208282.924
2020-07-01,470,-208282.924
2020-07-02,470,-208282.924
2020-07-03,470,-208282.924
2020-07-06,470,-208282.924
2020-07-07,470,-208282.924
2020-07-08,470,-208282.924
2020-07-09,470,-208282.924
2020-07-10,470,-208282.924
2020-07-13,470,-208282.924
2020-07-14,470,-208282.924
2020-07-15,470,-208282.924
2020-07-16,470,-208282.924
2020-07-17,470,-208282.924
2020-07-20,470,-208282.924
2020-07-21,470,-208282.924
2020-07-22,470,-208282.924
2020-07-27,470,-208282.924
2020-07-28,470,-208282.924
2020-07-29,470,-208282.924
2020-07-30,470,-208282.924
2020-07-31,470,-208282.924
2020-08-03,470,-208282.924
2020-08-04,470,-208282.924
2020-08-05,470,-208282.924
2020-08-06,470,-208282.924
2020-08-07,470,-208282.924
2020-08-11,470,-208282.924
2020-08-12,470,-208282.924
2020-08-13,470,-208282.924
2020-08-14,470,-208282.924
2020-08-17,470,-208282.924
2020-08-18,470,-208282.924
2020-08-19,470,-208282.924
2020-08-20,470,-208282.924
2020-08-21,470,-208282.924
2020-08-24,470,-208282.924
2020-08-25,470,-208282.924
2020-08-26,470,-208282.924
2020-08-27,470,-208282.924
2020-08-28,470,-208282.924
2020-08-31,470,-208282.924
2020-09-01,470,-208282.924
2020-09-02,470,-208282.924
2020-09-03,470,-208282.924
2020-09-04,470,-208282.924
2020-09-07,480,-212783.53
2020-09-08,480,-212783.53
2020-09-09,480,-212783.53
2020-09-10,480,-212783.53
2020-09-11,480,-212783.53
2020-09-14,480,-212783.53
2020-09-15,480,-212783.53
2020-09-16,480,-212783.53
2020-09-17,480,-212783.53
2020-09-18,480,-212783.53
2020-09-23,480,-212783.53
2020-09-24,490,-217194.917
2020-09-25,490,-217194.917
2020-09-28,490,-217194.917
2020-09-29,490,-217194.917
2020-09-30,490,-217194.917
2020-10-02,490,-217194.917
2020-10-05,490,-217194.917
2020-10-06,490,-217194.917
2020-10-07,490,-217194.917
2020-10-08,490,-217194.917
2020-10-09,490,-217194.917
2020-10-12,500,-221484.917
2020-10-13,500,-221484.917
2020-10-14,500,-221484.917
2020-10-15,500,-221484.917
2020-10-16,510,-225684.917
2020-10-19,510,-225684.917
2020-10-20,510,-225684.917
2020-10-21,510,-225684.917
2020-10-22,510,-225684.917
2020-10-23,510,-225684.917
2020-10-26,510,-225684.917
2020-10-27,510,-225684.917
2020-10-28,510,-225684.917
2020-10-29,510,-225684.917
2020-10-30,510,-225684.917
2020-11-02,510,-225684.917
2020-11-04,510,-225684.917
2020-11-05,510,-225684.917
2020-11-06,510,-225684.917
2020-11-09,510,-225684.917
2020-11-10,510,-225684.917
2020-11-11,510,-225684.917
2020-11-12,510,-225684.917
2020-11-13,510,-225684.917
2020-11-16,510,-225684.917
2020-11-17,510,-225684.917
2020-11-18,510,-225684.917
2020-11-19,510,-225684.917
2020-11-20,510,-225684.917
2020-11-24,510,-225684.917
2020-11-25,510,-225684.917
2020-11-26,510,-225684.917
2020-11-27,510,-225684.917
2020-11-30,510,-225684.917
2020-12-01,510,-225684.917
2020-12-02,510,-225684.917
2020-12-03,510,-225684.917
2020-12-04,510,-225684.917
2020-12-07,510,-225684.917
2020-12-08,510,-225684.917
2020-12-09,510,-225684.917
2020-12-10,510,-225684.917
2020-12-11,510,-225684.917
2020-12-14,510,-225684.917
2020-12-15,510,-225684.917
2020-12-16,510,-225684.917
2020-12-17,510,-225684.917
2020-12-18,510,-225684.917
2020-12-21,510,-225684.917
2020-12-22,510,-225684.917
2020-12-23,510,-225684.917
2020-12-24,510,-225684.917
2020-12-25,510,-225684.917
2020-12-28,510,-225684.917
2020-12-29,510,-225684.917
2020-12-30,510,-225684.917
2021-01-04,510,-225684.917
2021-01-05,510,-225684.917
2021-01-06,510,-225684.917
2021-01-07,510,-225684.917
2021-01-08,510,-225684.917
2021-01-12,510,-225684.917
2021-01-13,510,-225684.917
2021-01-14,510,-225684.917
2021-01-15,510,-225684.917
2021-01-18,510,-225684.917
2021-01-19,510,-225684.917
2021-01-20,510,-225684.917
2021-01-21,510,-225684.917
2021-01-22,510,-225684.917
2021-01-25,510,-225684.917
2021-01-26,510,-225684.917
2021-01-27,510,-225684.917
2021-01-28,510,-225684.917
2021-01-29,510,-225684.917
2021-02-01,510,-225684.917
2021-02-02,510,-225684.917
2021-02-03,510,-225684.917
2021-02-04,510,-225684.917
2021-02-05,510,-225684.917
2021-02-08,510,-225684.917
2021-02-09,510,-225684.917
2021-02-10,510,-225684.917
2021-02-12,510,-225684.917
2021-02-15,510,-225684.917
2021-02-16,510,-225684.917
2021-02-17,510,-225684.917
2021-02-18,510,-225684.917
2021-02-19,510,-225684.917
2021-02-22,510,-225684.917
2021-02-24,510,-225684.917
2021-02-25,510,-225684.917
2021-02-26,510,-225684.917
2021-03-01,510,-225684.917
2021-03-02,510,-225684.917
2021-03-03,510,-225684.917
2021-03-04,510,-225684.917
2021-03-05,510,-225684.917
2021-03-08,500,-220164.917
2021-03-09,500,-220164.917
2021-03-10,500,-220164.917
2021-03-11,500,-220164.917
2021-03-12,500,-220164.917
2021-03-15,500,-220164.917
2021-03-16,500,-220164.917
2021-03-17,500,-220164.917
2021-03-18,500,-220164.917
2021-03-19,500,-220164.917
